Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	FlyBase cgid gene	FlyBase cgid transcript	FlyBase cgid protein
FBgn0032900	FBtr0081430	FBpp0080959	CG14401	CG14401-RA	CG14401-PA
FBgn0032901	FBtr0081443	FBpp0080972	CG9339	CG9339-RE	CG9339-PE
FBgn0032901	FBtr0081442	FBpp0080971	CG9339	CG9339-RB	CG9339-PB
FBgn0032901	FBtr0081446	FBpp0080975	CG9339	CG9339-RD	CG9339-PD
FBgn0032901	FBtr0081440	FBpp0080969	CG9339	CG9339-RG	CG9339-PG
FBgn0032901	FBtr0081441	FBpp0080970	CG9339	CG9339-RA	CG9339-PA
FBgn0032901	FBtr0081444	FBpp0080973	CG9339	CG9339-RC	CG9339-PC
FBgn0032901	FBtr0081447	FBpp0080976	CG9339	CG9339-RH	CG9339-PH
FBgn0032901	FBtr0081445	FBpp0080974	CG9339	CG9339-RF	CG9339-PF
FBgn0053317	FBtr0089856	FBpp0088797	CG33317	CG33317-RA	CG33317-PA
FBgn0032904	FBtr0081439	FBpp0080968	CG9342	CG9342-RA	CG9342-PA
FBgn0032906	FBtr0081438	FBpp0080967	CG9273	CG9273-RA	CG9273-PA
FBgn0032907	FBtr0089944	FBpp0088883	CG9272	CG9272-RA	CG9272-PA
FBgn0032908	FBtr0081436	FBpp0080965	CG9270	CG9270-RB	CG9270-PB
FBgn0032908	FBtr0081435	FBpp0080964	CG9270	CG9270-RA	CG9270-PA
FBgn0032909	FBtr0081434	FBpp0080963	CG9266	CG9266-RB	CG9266-PB
FBgn0010395	FBtr0081461	FBpp0080990	CG1762	CG1762-RA	CG1762-PA
FBgn0032910	FBtr0081507	FBpp0081035	CG9265	CG9265-RA	CG9265-PA
FBgn0032911	FBtr0081463	FBpp0080992	CG9264	CG9264-RA	CG9264-PA
FBgn0032911	FBtr0081462	FBpp0080991	CG9264	CG9264-RB	CG9264-PB
FBgn0053511	FBtr0091451	FBpp0090947	CG33511	CG33511-RA	CG33511-PA
FBgn0053510	FBtr0091450	FBpp0090946	CG33510	CG33510-RA	CG33510-PA
FBgn0053509	FBtr0091449	FBpp0090945	CG33509	CG33509-RA	CG33509-PA
FBgn0053508	FBtr0091448	FBpp0081034	CG33508	CG33508-RA	CG33508-PA
FBgn0032913	FBtr0081464	FBpp0080993	CG9259	CG9259-RA	CG9259-PA
FBgn0032915	FBtr0114615	FBpp0113107	CG12050	CG12050-RB	CG12050-PB
FBgn0083972	FBtr0110944	FBpp0110244	CG34136	CG34136-RA	CG34136-PA
FBgn0032916	FBtr0081465	FBpp0080994	CG9257	CG9257-RA	CG9257-PA
FBgn0040297	FBtr0081467	FBpp0080996	CG9256	CG9256-RB	CG9256-PB
FBgn0040297	FBtr0081466	FBpp0080995	CG9256	CG9256-RA	CG9256-PA
FBgn0023388	FBtr0081503	FBpp0081031	CG1099	CG1099-RA	CG1099-PA
FBgn0023388	FBtr0081504	FBpp0081032	CG1099	CG1099-RB	CG1099-PB
FBgn0032919	FBtr0081468	FBpp0080997	CG9253	CG9253-RA	CG9253-PA
FBgn0086251	FBtr0081502	FBpp0081030	CG9252	CG9252-RA	CG9252-PA
FBgn0024371	FBtr0081501	FBpp0081029	CG1071	CG1071-RA	CG1071-PA
FBgn0032921	FBtr0081469	FBpp0080998	CG9250	CG9250-RA	CG9250-PA
FBgn0032922	FBtr0081500	FBpp0081028	CG9249	CG9249-RA	CG9249-PA
FBgn0032923	FBtr0081470	FBpp0080999	CG9248	CG9248-RB	CG9248-PB
FBgn0032923	FBtr0081471	FBpp0081000	CG9248	CG9248-RA	CG9248-PA
FBgn0032924	FBtr0081499	FBpp0081027	CG9247	CG9247-RA	CG9247-PA
FBgn0032925	FBtr0081472	FBpp0081001	CG9246	CG9246-RA	CG9246-PA
FBgn0032926	FBtr0110945	FBpp0110245	CG9243	CG9243-RB	CG9243-PB
FBgn0032926	FBtr0081498	FBpp0081026	CG9243	CG9243-RA	CG9243-PA
FBgn0010100	FBtr0081473	FBpp0081002	CG9244	CG9244-RB	CG9244-PB
FBgn0010100	FBtr0112855	FBpp0111768	CG9244	CG9244-RC	CG9244-PC
FBgn0051627	FBtr0081474	FBpp0081003	CG31627	CG31627-RA	CG31627-PA
FBgn0000239	FBtr0081497	FBpp0081025	CG9242	CG9242-RA	CG9242-PA
FBgn0032929	FBtr0081475	FBpp0081004	CG9241	CG9241-RA	CG9241-PA
FBgn0011829	FBtr0081496	FBpp0081024	CG14396	CG14396-RE	CG14396-PE
FBgn0011829	FBtr0081494	FBpp0081022	CG14396	CG14396-RB	CG14396-PB
FBgn0011829	FBtr0081493	FBpp0081021	CG14396	CG14396-RC	CG14396-PC
FBgn0011829	FBtr0081492	FBpp0081020	CG14396	CG14396-RD	CG14396-PD
FBgn0011829	FBtr0081495	FBpp0081023	CG14396	CG14396-RA	CG14396-PA
FBgn0051624	FBtr0081491	FBpp0081019	CG31624	CG31624-RA	CG31624-PA
FBgn0051988	FBtr0081490	FBpp0081018	CG31988	CG31988-RA	CG31988-PA
FBgn0026255	FBtr0081476	FBpp0081005	CG8681	CG8681-RA	CG8681-PA
FBgn0026255	FBtr0110895	FBpp0110195	CG8681	CG8681-RB	CG8681-PB
FBgn0032935	FBtr0081487	FBpp0081016	CG8678	CG8678-RA	CG8678-PA
FBgn0032934	FBtr0081488	FBpp0081017	CG8679	CG8679-RA	CG8679-PA
FBgn0026577	FBtr0081477	FBpp0081006	CG8677	CG8677-RA	CG8677-PA
FBgn0051626	FBtr0081485	FBpp0081014	CG31626	CG31626-RA	CG31626-PA
FBgn0051626	FBtr0081486	FBpp0081015	CG31626	CG31626-RB	CG31626-PB
FBgn0010229	FBtr0081481	FBpp0081010	CG8676	CG8676-RD	CG8676-PD
FBgn0010229	FBtr0081480	FBpp0081009	CG8676	CG8676-RA	CG8676-PA
FBgn0010229	FBtr0081479	FBpp0081008	CG8676	CG8676-RB	CG8676-PB
FBgn0010229	FBtr0081478	FBpp0081007	CG8676	CG8676-RC	CG8676-PC
FBgn0021856	FBtr0081482	FBpp0081011	CG8674	CG8674-RA	CG8674-PA
FBgn0032938	FBtr0114602	FBpp0113094	CG8671	CG8671-RC	CG8671-PC
FBgn0032938	FBtr0081483	FBpp0081012	CG8671	CG8671-RA	CG8671-PA
FBgn0032938	FBtr0081484	FBpp0081013	CG8671	CG8671-RB	CG8671-PB
FBgn0032940	FBtr0081524	FBpp0081052	CG18362	CG18362-RB	CG18362-PB
FBgn0032940	FBtr0081527	FBpp0081055	CG18362	CG18362-RE	CG18362-PE
FBgn0032940	FBtr0081528	FBpp0081056	CG18362	CG18362-RD	CG18362-PD
FBgn0032940	FBtr0081526	FBpp0081054	CG18362	CG18362-RC	CG18362-PC
FBgn0032940	FBtr0081525	FBpp0081053	CG18362	CG18362-RA	CG18362-PA
FBgn0041244	FBtr0081508	FBpp0081036	CG31622	CG31622-RB	CG31622-PB
FBgn0041244	FBtr0081511	FBpp0081039	CG31622	CG31622-RA	CG31622-PA
FBgn0041244	FBtr0081509	FBpp0081037	CG31622	CG31622-RC	CG31622-PC
FBgn0041244	FBtr0081510	FBpp0081038	CG31622	CG31622-RD	CG31622-PD
FBgn0000370	FBtr0100139	FBpp0099487	CG8669	CG8669-RD	CG8669-PD
FBgn0000370	FBtr0081512	FBpp0081040	CG8669	CG8669-RA	CG8669-PA
FBgn0000370	FBtr0081513	FBpp0081041	CG8669	CG8669-RB	CG8669-PB
FBgn0023091	FBtr0081514	FBpp0081042	CG8667	CG8667-RA	CG8667-PA
FBgn0032943	FBtr0081515	FBpp0081043	CG8666	CG8666-RA	CG8666-PA
FBgn0023090	FBtr0081516	FBpp0081044	CG31623	CG31623-RA	CG31623-PA
FBgn0041245	FBtr0081522	FBpp0081050	CG31620	CG31620-RA	CG31620-PA
FBgn0032945	FBtr0081517	FBpp0081045	CG8665	CG8665-RA	CG8665-PA
FBgn0032946	FBtr0081520	FBpp0081048	CG8663	CG8663-RD	CG8663-PD
FBgn0032946	FBtr0081518	FBpp0081046	CG8663	CG8663-RA	CG8663-PA
FBgn0032946	FBtr0081521	FBpp0081049	CG8663	CG8663-RB	CG8663-PB
FBgn0032946	FBtr0081519	FBpp0081047	CG8663	CG8663-RC	CG8663-PC
FBgn0053801	FBtr0091805	FBpp0091050	CG33801	CG33801-RA	CG33801-PA
FBgn0053910	FBtr0091914	FBpp0091155	CG33910	CG33910-RA	CG33910-PA
FBgn0053909	FBtr0091913	FBpp0091154	CG33909	CG33909-RA	CG33909-PA
FBgn0053803	FBtr0091807	FBpp0091051	CG33803	CG33803-RA	CG33803-PA
FBgn0051617	FBtr0085892	FBpp0085248	CG31617	CG31617-RA	CG31617-PA
FBgn0061209	FBtr0085927	FBpp0085281	CG17949	CG17949-RA	CG17949-PA
FBgn0051618	FBtr0085893	FBpp0085249	CG31618	CG31618-RA	CG31618-PA
FBgn0051611	FBtr0085926	FBpp0085280	CG31611	CG31611-RA	CG31611-PA
FBgn0051613	FBtr0085894	FBpp0085250	CG31613	CG31613-RA	CG31613-PA
FBgn0053804	FBtr0091808	FBpp0091052	CG33804	CG33804-RA	CG33804-PA
FBgn0053908	FBtr0091912	FBpp0091153	CG33908	CG33908-RA	CG33908-PA
FBgn0053907	FBtr0091911	FBpp0091152	CG33907	CG33907-RA	CG33907-PA
FBgn0053806	FBtr0091810	FBpp0091053	CG33806	CG33806-RA	CG33806-PA
FBgn0053807	FBtr0091811	FBpp0091054	CG33807	CG33807-RA	CG33807-PA
FBgn0053906	FBtr0091910	FBpp0091151	CG33906	CG33906-RA	CG33906-PA
FBgn0053808	FBtr0091812	FBpp0091055	CG33808	CG33808-RA	CG33808-PA
FBgn0053905	FBtr0091909	FBpp0091150	CG33905	CG33905-RA	CG33905-PA
FBgn0053809	FBtr0091813	FBpp0091056	CG33809	CG33809-RA	CG33809-PA
FBgn0053810	FBtr0091814	FBpp0091057	CG33810	CG33810-RA	CG33810-PA
FBgn0053904	FBtr0091908	FBpp0091149	CG33904	CG33904-RA	CG33904-PA
FBgn0053903	FBtr0091907	FBpp0091148	CG33903	CG33903-RA	CG33903-PA
FBgn0053812	FBtr0091816	FBpp0091058	CG33812	CG33812-RA	CG33812-PA
FBgn0053813	FBtr0091817	FBpp0091059	CG33813	CG33813-RA	CG33813-PA
FBgn0053902	FBtr0091906	FBpp0091147	CG33902	CG33902-RA	CG33902-PA
FBgn0053814	FBtr0091818	FBpp0091060	CG33814	CG33814-RA	CG33814-PA
FBgn0053901	FBtr0091905	FBpp0091146	CG33901	CG33901-RA	CG33901-PA
FBgn0053815	FBtr0091819	FBpp0091061	CG33815	CG33815-RA	CG33815-PA
FBgn0053816	FBtr0091820	FBpp0091062	CG33816	CG33816-RA	CG33816-PA
FBgn0053900	FBtr0091904	FBpp0091145	CG33900	CG33900-RA	CG33900-PA
FBgn0053817	FBtr0091821	FBpp0091063	CG33817	CG33817-RA	CG33817-PA
FBgn0053899	FBtr0091903	FBpp0091144	CG33899	CG33899-RA	CG33899-PA
FBgn0053818	FBtr0091822	FBpp0091064	CG33818	CG33818-RA	CG33818-PA
FBgn0053819	FBtr0091823	FBpp0091065	CG33819	CG33819-RA	CG33819-PA
FBgn0053898	FBtr0091902	FBpp0091143	CG33898	CG33898-RA	CG33898-PA
FBgn0053820	FBtr0091824	FBpp0091066	CG33820	CG33820-RA	CG33820-PA
FBgn0053897	FBtr0091901	FBpp0091142	CG33897	CG33897-RA	CG33897-PA
FBgn0053821	FBtr0091825	FBpp0091067	CG33821	CG33821-RA	CG33821-PA
FBgn0053822	FBtr0091826	FBpp0091068	CG33822	CG33822-RA	CG33822-PA
FBgn0053896	FBtr0091900	FBpp0091141	CG33896	CG33896-RA	CG33896-PA
FBgn0053823	FBtr0091827	FBpp0091069	CG33823	CG33823-RA	CG33823-PA
FBgn0053895	FBtr0091899	FBpp0091140	CG33895	CG33895-RA	CG33895-PA
FBgn0053824	FBtr0091828	FBpp0091070	CG33824	CG33824-RA	CG33824-PA
FBgn0053825	FBtr0091829	FBpp0091071	CG33825	CG33825-RA	CG33825-PA
FBgn0053894	FBtr0091898	FBpp0091139	CG33894	CG33894-RA	CG33894-PA
FBgn0053826	FBtr0091830	FBpp0091072	CG33826	CG33826-RA	CG33826-PA
FBgn0053893	FBtr0091897	FBpp0091138	CG33893	CG33893-RA	CG33893-PA
FBgn0053827	FBtr0091831	FBpp0091073	CG33827	CG33827-RA	CG33827-PA
FBgn0053828	FBtr0091832	FBpp0091074	CG33828	CG33828-RA	CG33828-PA
FBgn0053892	FBtr0091896	FBpp0091137	CG33892	CG33892-RA	CG33892-PA
FBgn0053829	FBtr0091833	FBpp0091075	CG33829	CG33829-RA	CG33829-PA
FBgn0053891	FBtr0091895	FBpp0091136	CG33891	CG33891-RA	CG33891-PA
FBgn0053830	FBtr0091834	FBpp0091076	CG33830	CG33830-RA	CG33830-PA
FBgn0053831	FBtr0091835	FBpp0091077	CG33831	CG33831-RA	CG33831-PA
FBgn0053890	FBtr0091894	FBpp0091135	CG33890	CG33890-RA	CG33890-PA
FBgn0053832	FBtr0091836	FBpp0091078	CG33832	CG33832-RA	CG33832-PA
FBgn0053889	FBtr0091893	FBpp0091134	CG33889	CG33889-RA	CG33889-PA
FBgn0053833	FBtr0091837	FBpp0091079	CG33833	CG33833-RA	CG33833-PA
FBgn0053834	FBtr0091838	FBpp0091080	CG33834	CG33834-RA	CG33834-PA
FBgn0053888	FBtr0091892	FBpp0091133	CG33888	CG33888-RA	CG33888-PA
FBgn0053835	FBtr0091839	FBpp0091081	CG33835	CG33835-RA	CG33835-PA
FBgn0053887	FBtr0091891	FBpp0091132	CG33887	CG33887-RA	CG33887-PA
FBgn0053836	FBtr0091840	FBpp0091082	CG33836	CG33836-RA	CG33836-PA
FBgn0053837	FBtr0091841	FBpp0091083	CG33837	CG33837-RA	CG33837-PA
FBgn0053886	FBtr0091890	FBpp0091131	CG33886	CG33886-RA	CG33886-PA
FBgn0053838	FBtr0091842	FBpp0091084	CG33838	CG33838-RA	CG33838-PA
FBgn0053885	FBtr0091889	FBpp0091130	CG33885	CG33885-RA	CG33885-PA
FBgn0053839	FBtr0091843	FBpp0091085	CG33839	CG33839-RA	CG33839-PA
FBgn0053840	FBtr0091844	FBpp0091086	CG33840	CG33840-RA	CG33840-PA
FBgn0053884	FBtr0091888	FBpp0091129	CG33884	CG33884-RA	CG33884-PA
FBgn0053841	FBtr0091845	FBpp0091087	CG33841	CG33841-RA	CG33841-PA
FBgn0053883	FBtr0091887	FBpp0091128	CG33883	CG33883-RA	CG33883-PA
FBgn0053842	FBtr0091846	FBpp0091088	CG33842	CG33842-RA	CG33842-PA
FBgn0053843	FBtr0091847	FBpp0091089	CG33843	CG33843-RA	CG33843-PA
FBgn0053882	FBtr0091886	FBpp0091127	CG33882	CG33882-RA	CG33882-PA
FBgn0053844	FBtr0091848	FBpp0091090	CG33844	CG33844-RA	CG33844-PA
FBgn0053881	FBtr0091885	FBpp0091126	CG33881	CG33881-RA	CG33881-PA
FBgn0053845	FBtr0091849	FBpp0091091	CG33845	CG33845-RA	CG33845-PA
FBgn0053846	FBtr0091850	FBpp0091092	CG33846	CG33846-RA	CG33846-PA
FBgn0053880	FBtr0091884	FBpp0091125	CG33880	CG33880-RA	CG33880-PA
FBgn0053847	FBtr0091851	FBpp0091093	CG33847	CG33847-RA	CG33847-PA
FBgn0053879	FBtr0091883	FBpp0091124	CG33879	CG33879-RA	CG33879-PA
FBgn0053848	FBtr0091852	FBpp0091094	CG33848	CG33848-RA	CG33848-PA
FBgn0053849	FBtr0091853	FBpp0091095	CG33849	CG33849-RA	CG33849-PA
FBgn0053878	FBtr0091882	FBpp0091123	CG33878	CG33878-RA	CG33878-PA
FBgn0053850	FBtr0091854	FBpp0091096	CG33850	CG33850-RA	CG33850-PA
FBgn0053877	FBtr0091881	FBpp0091122	CG33877	CG33877-RA	CG33877-PA
FBgn0053851	FBtr0091855	FBpp0091097	CG33851	CG33851-RA	CG33851-PA
FBgn0053852	FBtr0091856	FBpp0091098	CG33852	CG33852-RA	CG33852-PA
FBgn0053876	FBtr0091880	FBpp0091121	CG33876	CG33876-RA	CG33876-PA
FBgn0053853	FBtr0091857	FBpp0091099	CG33853	CG33853-RA	CG33853-PA
FBgn0053875	FBtr0091879	FBpp0091120	CG33875	CG33875-RA	CG33875-PA
FBgn0053854	FBtr0091858	FBpp0091100	CG33854	CG33854-RA	CG33854-PA
FBgn0053855	FBtr0091859	FBpp0091101	CG33855	CG33855-RA	CG33855-PA
FBgn0053874	FBtr0091878	FBpp0091119	CG33874	CG33874-RA	CG33874-PA
FBgn0053856	FBtr0091860	FBpp0091102	CG33856	CG33856-RA	CG33856-PA
FBgn0053873	FBtr0091877	FBpp0091118	CG33873	CG33873-RA	CG33873-PA
FBgn0053857	FBtr0091861	FBpp0091103	CG33857	CG33857-RA	CG33857-PA
FBgn0053858	FBtr0091862	FBpp0091104	CG33858	CG33858-RA	CG33858-PA
FBgn0053872	FBtr0091876	FBpp0091117	CG33872	CG33872-RA	CG33872-PA
FBgn0053859	FBtr0091863	FBpp0091105	CG33859	CG33859-RA	CG33859-PA
FBgn0053871	FBtr0091875	FBpp0091116	CG33871	CG33871-RA	CG33871-PA
FBgn0053860	FBtr0091864	FBpp0091106	CG33860	CG33860-RA	CG33860-PA
FBgn0053861	FBtr0091865	FBpp0091107	CG33861	CG33861-RA	CG33861-PA
FBgn0053870	FBtr0091874	FBpp0091115	CG33870	CG33870-RA	CG33870-PA
FBgn0053862	FBtr0091866	FBpp0091108	CG33862	CG33862-RA	CG33862-PA
FBgn0053869	FBtr0091873	FBpp0091114	CG33869	CG33869-RA	CG33869-PA
FBgn0053863	FBtr0091867	FBpp0091109	CG33863	CG33863-RA	CG33863-PA
FBgn0053864	FBtr0091868	FBpp0091110	CG33864	CG33864-RA	CG33864-PA
FBgn0053868	FBtr0091872	FBpp0091113	CG33868	CG33868-RA	CG33868-PA
FBgn0053865	FBtr0091869	FBpp0091111	CG33865	CG33865-RA	CG33865-PA
FBgn0053866	FBtr0091870	FBpp0091112	CG33866	CG33866-RA	CG33866-PA
FBgn0032949	FBtr0085896	FBpp0085251	CG3305	CG3305-RA	CG3305-PA
FBgn0016919	FBtr0085924	FBpp0085278	CG12548	CG12548-RB	CG12548-PB
FBgn0016919	FBtr0085925	FBpp0085279	CG12548	CG12548-RA	CG12548-PA
FBgn0032955	FBtr0100510	FBpp0099950	CG2201	CG2201-RD	CG2201-PD
FBgn0032955	FBtr0085921	FBpp0085275	CG2201	CG2201-RA	CG2201-PA
FBgn0032955	FBtr0085922	FBpp0085276	CG2201	CG2201-RC	CG2201-PC
FBgn0032955	FBtr0100511	FBpp0099951	CG2201	CG2201-RE	CG2201-PE
FBgn0032955	FBtr0085923	FBpp0085277	CG2201	CG2201-RB	CG2201-PB
FBgn0022893	FBtr0085919	FBpp0085273	CG2207	CG2207-RA	CG2207-PA
FBgn0022893	FBtr0085920	FBpp0085274	CG2207	CG2207-RB	CG2207-PB
FBgn0022893	FBtr0100293	FBpp0099688	CG2207	CG2207-RF	CG2207-PF
FBgn0023416	FBtr0085897	FBpp0085252	CG1506	CG1506-RA	CG1506-PA
FBgn0023416	FBtr0100324	FBpp0099729	CG1506	CG1506-RC	CG1506-PC
FBgn0032956	FBtr0085900	FBpp0085255	CG1512	CG1512-RB	CG1512-PB
FBgn0032956	FBtr0085899	FBpp0085254	CG1512	CG1512-RA	CG1512-PA
FBgn0032957	FBtr0100618	FBpp0100078	CG2225	CG2225-RF	CG2225-PF
FBgn0032957	FBtr0085918	FBpp0085272	CG2225	CG2225-RE	CG2225-PE
FBgn0032957	FBtr0085914	FBpp0085268	CG2225	CG2225-RB	CG2225-PB
FBgn0032957	FBtr0085915	FBpp0085269	CG2225	CG2225-RA	CG2225-PA
FBgn0032957	FBtr0085917	FBpp0085271	CG2225	CG2225-RC	CG2225-PC
FBgn0000559	FBtr0085913	FBpp0085267	CG2238	CG2238-RB	CG2238-PB
FBgn0000559	FBtr0085912	FBpp0085266	CG2238	CG2238-RC	CG2238-PC
FBgn0000559	FBtr0085911	FBpp0085265	CG2238	CG2238-RA	CG2238-PA
FBgn0051619	FBtr0110959	FBpp0110259	CG31619	CG31619-RC	CG31619-PC
FBgn0051619	FBtr0085901	FBpp0085256	CG31619	CG31619-RA	CG31619-PA
FBgn0051619	FBtr0085902	FBpp0085257	CG31619	CG31619-RB	CG31619-PB
FBgn0086779	FBtr0110946	FBpp0110246	CG11628	CG11628-RB	CG11628-PB
FBgn0086779	FBtr0085910	FBpp0085264	CG11628	CG11628-RA	CG11628-PA
FBgn0032961	FBtr0085903	FBpp0085258	CG1416	CG1416-RA	CG1416-PA
FBgn0032961	FBtr0085904	FBpp0085259	CG1416	CG1416-RB	CG1416-PB
FBgn0032961	FBtr0085905	FBpp0085260	CG1416	CG1416-RC	CG1416-PC
FBgn0051612	FBtr0085908	FBpp0085262	CG31612	CG31612-RA	CG31612-PA
FBgn0032964	FBtr0085909	FBpp0085263	CG11630	CG11630-RA	CG11630-PA
FBgn0003866	FBtr0085907	FBpp0089371	CG1374	CG1374-RB	CG1374-PB
FBgn0003866	FBtr0085906	FBpp0085261	CG1374	CG1374-RA	CG1374-PA
FBgn0032965	FBtr0085950	FBpp0085304	CG11629	CG11629-RA	CG11629-PA
FBgn0032966	FBtr0085928	FBpp0085282	CG1421	CG1421-RA	CG1421-PA
FBgn0032967	FBtr0085929	FBpp0085283	CG1428	CG1428-RA	CG1428-PA
FBgn0051600	FBtr0085949	FBpp0085303	CG31600	CG31600-RA	CG31600-PA
FBgn0032968	FBtr0085930	FBpp0085284	CG11634	CG11634-RA	CG11634-PA
FBgn0032969	FBtr0085948	FBpp0085302	CG2528	CG2528-RA	CG2528-PA
FBgn0083998	FBtr0111265	FBpp0110587	CG41431	CG41431-RA	CG41431-PA
FBgn0083999	FBtr0111264	FBpp0110534	CG41432	CG41432-RA	CG41432-PA
FBgn0051693	FBtr0100262	FBpp0099651	CG31693	CG31693-RB	CG31693-PB
FBgn0051693	FBtr0085931	FBpp0085285	CG31693	CG31693-RA	CG31693-PA
FBgn0028979	FBtr0089377	FBpp0088404	CG12630	CG12630-RA	CG12630-PA
FBgn0084000	FBtr0111263	FBpp0110540	CG41433	CG41433-RA	CG41433-PA
FBgn0084004	FBtr0111226	FBpp0110590	CG41437	CG41437-RA	CG41437-PA
FBgn0084001	FBtr0111262	FBpp0110449	CG41434	CG41434-RA	CG41434-PA
FBgn0051601	FBtr0085947	FBpp0085301	CG31601	CG31601-RA	CG31601-PA
FBgn0084002	FBtr0111261	FBpp0110510	CG41435	CG41435-RA	CG41435-PA
FBgn0085202	FBtr0112364	FBpp0111279	CG34173	CG34173-RA	CG34173-PA
FBgn0051700	FBtr0085933	FBpp0085287	CG31700	CG31700-RA	CG31700-PA
FBgn0051702	FBtr0085934	FBpp0085288	CG31702	CG31702-RA	CG31702-PA
FBgn0084003	FBtr0111260	FBpp0110577	CG41436	CG41436-RA	CG41436-PA
FBgn0032971	FBtr0085935	FBpp0085289	CG6691	CG6691-RA	CG6691-PA
FBgn0051703	FBtr0085946	FBpp0085300	CG31703	CG31703-RA	CG31703-PA
FBgn0051703	FBtr0111227	FBpp0110509	CG31703	CG31703-RB	CG31703-PB
FBgn0040519	FBtr0085944	FBpp0085298	CG15219	CG15219-RA	CG15219-PA
FBgn0040519	FBtr0085945	FBpp0085299	CG15219	CG15219-RB	CG15219-PB
FBgn0032972	FBtr0085943	FBpp0085297	CG10834	CG10834-RA	CG10834-PA
FBgn0032973	FBtr0085936	FBpp0085290	CG6675	CG6675-RA	CG6675-PA
FBgn0032974	FBtr0085937	FBpp0085291	CG3651	CG3651-RA	CG3651-PA
FBgn0025674	FBtr0085942	FBpp0085296	CG15218	CG15218-RB	CG15218-PB
FBgn0025674	FBtr0085941	FBpp0085295	CG15218	CG15218-RA	CG15218-PA
FBgn0032976	FBtr0113044	FBpp0111957	CG6448	CG6448-RC	CG6448-PC
FBgn0032976	FBtr0085939	FBpp0085293	CG6448	CG6448-RB	CG6448-PB
FBgn0032976	FBtr0113046	FBpp0111959	CG6448	CG6448-RE	CG6448-PE
FBgn0032976	FBtr0113045	FBpp0111958	CG6448	CG6448-RD	CG6448-PD
FBgn0032976	FBtr0085938	FBpp0085292	CG6448	CG6448-RA	CG6448-PA
FBgn0083973	FBtr0110947	FBpp0110247	CG34137	CG34137-RA	CG34137-PA
FBgn0032978	FBtr0085940	FBpp0085294	CG15216	CG15216-RA	CG15216-PA
FBgn0032979	FBtr0085964	FBpp0085317	CG1832	CG1832-RA	CG1832-PA
FBgn0032979	FBtr0100407	FBpp0099821	CG1832	CG1832-RB	CG1832-PB
FBgn0032981	FBtr0085951	FBpp0085305	CG3635	CG3635-RA	CG3635-PA
FBgn0032982	FBtr0085963	FBpp0085316	CG5929	CG5929-RA	CG5929-PA
FBgn0032983	FBtr0085962	FBpp0085315	CG5922	CG5922-RA	CG5922-PA
FBgn0032986	FBtr0085953	FBpp0085306	CG3262	CG3262-RA	CG3262-PA
FBgn0032986	FBtr0085954	FBpp0085307	CG3262	CG3262-RB	CG3262-PB
FBgn0084005	FBtr0111228	FBpp0110470	CG41439	CG41439-RA	CG41439-PA
FBgn0032987	FBtr0085961	FBpp0085314	CG12775	CG12775-RA	CG12775-PA
FBgn0032988	FBtr0111122	FBpp0110414	CG3278	CG3278-RB	CG3278-PB
FBgn0032988	FBtr0085955	FBpp0085308	CG3278	CG3278-RA	CG3278-PA
FBgn0039972	FBtr0085958	FBpp0085311	CG17018	CG17018-RD	CG17018-PD
FBgn0039972	FBtr0085957	FBpp0085310	CG17018	CG17018-RC	CG17018-PC
FBgn0039972	FBtr0085956	FBpp0085309	CG17018	CG17018-RA	CG17018-PA
FBgn0064225	FBtr0111129	FBpp0110421	CG17489	CG17489-RA	CG17489-PA
FBgn0064225	FBtr0111128	FBpp0110420	CG17489	CG17489-RD	CG17489-PD
FBgn0064225	FBtr0111131	FBpp0110423	CG17489	CG17489-RC	CG17489-PC
FBgn0064225	FBtr0111130	FBpp0110422	CG17489	CG17489-RE	CG17489-PE
FBgn0064225	FBtr0111132	FBpp0110424	CG17489	CG17489-RB	CG17489-PB
FBgn0040009	FBtr0111256	FBpp0110486	CG17490	CG17490-RD	CG17490-PD
FBgn0040009	FBtr0111259	FBpp0110475	CG17490	CG17490-RA	CG17490-PA
FBgn0040009	FBtr0111257	FBpp0110536	CG17490	CG17490-RB	CG17490-PB
FBgn0040009	FBtr0111258	FBpp0110580	CG17490	CG17490-RC	CG17490-PC
FBgn0040010	FBtr0111255	FBpp0110460	CG17493	CG17493-RA	CG17493-PA
FBgn0040011	FBtr0111253	FBpp0110545	CG17494	CG17494-RC	CG17494-PC
FBgn0040011	FBtr0111252	FBpp0110594	CG17494	CG17494-RA	CG17494-PA
FBgn0040011	FBtr0111254	FBpp0110442	CG17494	CG17494-RB	CG17494-PB
FBgn0084046	FBtr0111229	FBpp0110541	CG41488	CG41488-RA	CG41488-PA
FBgn0058006	FBtr0111230	FBpp0110565	CG40006	CG40006-RA	CG40006-PA
FBgn0069931	FBtr0111231	FBpp0110456	CG41120	CG41120-RA	CG41120-PA
FBgn0058439	FBtr0111233	FBpp0110450	CG40439	CG40439-RB	CG40439-PB
FBgn0058439	FBtr0111232	FBpp0110444	CG40439	CG40439-RA	CG40439-PA
FBgn0069930	FBtr0111251	FBpp0110548	CG41121	CG41121-RB	CG41121-PB
FBgn0069930	FBtr0111250	FBpp0110557	CG41121	CG41121-RA	CG41121-PA
FBgn0041004	FBtr0111248	FBpp0110443	CG17715	CG17715-RE	CG17715-PE
