orf	E0	E3	L	P	M	F	pvalue	Diffexpr
CG13828-A	0.148903810141345	0.168670505982759	0.165301522259375	0.186214615937574	0.179636875131455	0.151272670547492	0.0264969507373474	FALSE
CG13829-A	0.166416008838395	0.168020637756751	0.136804986563993	0.180597367100599	0.195357020389174	0.152803979351087	0.00603515948294319	FALSE
CG13830-A	0.157023964760002	0.158734659418138	0.169681811125944	0.173141582256057	0.170589025882185	0.170828956557673	0.381215776455409	FALSE
CG13833-A	0.122251870428215	0.137018283967693	0.131123858525577	0.177707671801969	0.238331940029378	0.193566375247168	1.03287961451872e-16	TRUE
CG13834-A	0.155147867044364	0.154899325390411	0.17732373916407	0.187225354019022	0.171307637274519	0.154096077107614	0.323365866997968	FALSE
CG13835-A	0.18540709978937	0.145786117301653	0.186474007226018	0.169574081750287	0.155882621808717	0.156876072123955	0.00117277363914329	FALSE
CG13836-A	0.16889614343475	0.140074753824035	0.187062428397765	0.178121391920404	0.174609973850542	0.151235308572504	0.00347452675845172	FALSE
CG13837-A	0.181263687684979	0.134918478414622	0.20491505333164	0.204324274363237	0.143857766236229	0.130720739969293	0.102412452032907	FALSE
CG13838-A	0.111996557392095	0.11826720488922	0.108716664638295	0.123086991429638	0.349359278304865	0.188573303345887	0.00398691118155049	FALSE
CG13840-A	0.151462967404369	0.145925569212431	0.162230301940734	0.184540074265947	0.182909108779236	0.172931978397282	0.0277029301189545	FALSE
CG13841-A	0.14688793656704	0.139263516821518	0.167428680810442	0.165632925063893	0.209095171032204	0.171691769704902	0.21789914561605	FALSE
CG13842-A	0.166516041435246	0.157489041615306	0.159425447243664	0.171869675262394	0.17095972124008	0.173740073203312	0.0175196291808108	FALSE
CG13843-A	0.100885599408922	0.136796326333806	0.114193831065069	0.184359528532216	0.313934188482753	0.149830526177234	7.2529905296695e-07	TRUE
CG13845-A	0.140754220306961	0.170697725827818	0.171269058836786	0.178893992376614	0.157983477627387	0.180401525024433	0.110230135801890	FALSE
CG13847-A	0.150347782741325	0.175948773162585	0.155710543239727	0.177600261805959	0.177081432629981	0.163311206420422	7.46882012902444e-05	FALSE
CG13848-A	0.115900776749786	0.136560490282245	0.214711556280124	0.175553597616069	0.183123042186304	0.174150536885472	7.33398736564923e-06	FALSE
CG13849-A	0.234192500485	0.234399545672308	0.190930770916189	0.112331741158986	0.0700549989481853	0.158090442819332	4.12789013259751e-06	TRUE
CG1385-A	0.11228953290589	0.150102219609386	0.158483770278327	0.245856607159737	0.155457790921447	0.177810079125214	0.0657528488466535	FALSE
CG13850-A	0.178502441996282	0.169420032086044	0.211476486273386	0.125824827897886	0.142560223630308	0.172215988116094	9.09482195198897e-13	TRUE
CG13852-A	0.184601688535253	0.19239721953887	0.131729274812124	0.169493395094623	0.130209583745693	0.191568838273437	4.81308292192712e-05	FALSE
CG13855-A	0.14888695781551	0.146919815674109	0.146814433083936	0.177689236907376	0.215088812942592	0.164600743576478	8.48041141902247e-07	TRUE
CG13856-A	0.151962526682859	0.161312116591108	0.186350471598141	0.181627007612035	0.162152633576934	0.156595243938924	0.0180668332432779	FALSE
CG13857-A	0.118795057699428	0.191131982158374	0.14418101314675	0.220386074439468	0.182948567568167	0.142557304987814	0.0481172425588074	FALSE
CG13858-A	0.142116252063031	0.159504841048735	0.16656667200788	0.175995142287464	0.191536785416251	0.16428030717664	0.0012726016783388	FALSE
CG13859-A	0.171295611556702	0.182192279703112	0.180046429761422	0.160593566201286	0.145487831780291	0.160384280997187	0.0198724473759512	FALSE
CG1386-A	0.127024495964571	0.118078787409934	0.184355453776676	0.138750412438782	0.220661132116901	0.211129718293137	0.000115629734680260	FALSE
CG13860-A	0.144362569772569	0.178189343138178	0.170865747924075	0.180127225286975	0.150845308245983	0.17560980563222	0.374771930868888	FALSE
CG13861-A	0.134123977567675	0.152484660325748	0.158358877967747	0.221200757600663	0.173481943084062	0.160349783454106	0.0457181135401267	FALSE
CG13862-A	0.177409481374227	0.135628520999833	0.184707660961927	0.1441494091937	0.178511786780761	0.179593140689552	0.477440311055716	FALSE
CG13867-A	0.188259250409114	0.147840451648329	0.182082056081773	0.182848737562339	0.157222676949247	0.141746827349197	0.229433407647283	FALSE
CG13868-A	0.142880307197193	0.140273584015637	0.177924311454807	0.154399714894957	0.201218544391021	0.183303538046385	3.02320381574543e-13	TRUE
CG1387-A	0.130869207613399	0.167980308703733	0.136100160633015	0.181990084678876	0.207252609609528	0.17580762876145	0.000188335752306249	FALSE
CG13871-A	0.170268809577319	0.146980690998773	0.151119930902301	0.173470291960621	0.185676647174633	0.172483629386353	0.151204296093940	FALSE
CG13872-A	0.166285151422729	0.134227569135641	0.156361519792232	0.185302097284887	0.204592113735511	0.153231548629001	1.69169299100679e-06	TRUE
CG13873-A	0.0685512287040058	0.0831954519180972	0.0951372068135108	0.112457215308236	0.521300920813969	0.119357976442182	0.000138409849862612	FALSE
CG13874-A	0.094747724284547	0.104692892844979	0.365989229035691	0.159575537060965	0.15350721063316	0.121487406140658	0.00321924380927595	FALSE
CG13875-A	0.155078998672944	0.156170709618965	0.168405887950819	0.19657433197653	0.17589944859621	0.147870623184532	3.71143351832837e-09	TRUE
CG13876-A	0.201136626740775	0.183157960569165	0.156466580002091	0.154609687398032	0.157819172418156	0.146809972871779	0.00327719173604009	FALSE
CG13879-A	0.191935153751366	0.183666937145459	0.140823051858203	0.162535317253687	0.151709509291591	0.169330030699694	0.00154948612436164	FALSE
CG13880-A	0.183324093747912	0.180015530774702	0.2116457992565	0.12306318742285	0.119246295536737	0.182705093261298	2.84470313706507e-05	FALSE
CG13881-A	0.167613606012056	0.157884072186578	0.180210703088786	0.173988820465932	0.164355338327154	0.155947459919494	0.305295960078739	FALSE
CG13882-A	0.143803181335648	0.146993580745007	0.171728910145616	0.174222325655621	0.197329029254358	0.16592297286375	6.57652689527217e-05	FALSE
CG13883-A	0.230637000040698	0.145711295661416	0.145969767932677	0.146168050495789	0.132677309915282	0.198836575954138	0.100367371786535	FALSE
CG13884-A	0.0972171679058677	0.123878346485996	0.121793619370938	0.203628302190308	0.301375954093844	0.152106609953046	0.0322837900807922	FALSE
CG13886-A	0.175740531435904	0.169988264445501	0.161553738420731	0.16435789756576	0.164899806891931	0.163459761240173	0.0150458150530293	FALSE
CG13888-A	0.17190505113032	0.155613980177247	0.171907707582453	0.163610520639961	0.175151285163752	0.161811455306267	0.00134255756403696	FALSE
CG13889-A	0.162664542071407	0.149144025371883	0.175568243137127	0.163668567218905	0.171285666902917	0.177668955297762	0.366513966181727	FALSE
CG1389-A	0.219574120503838	0.200350881716033	0.133089523031621	0.137888872342092	0.133582603190684	0.175513999215732	7.97926003500089e-47	TRUE
CG13890-A	0.173220238205824	0.177614776013777	0.183624344104922	0.164500002166576	0.157669602081197	0.143371037427704	0.161689498638047	FALSE
CG13891-A	0.147026372633306	0.16636114497782	0.157711303261183	0.13384528363479	0.227075418833532	0.16798047665937	0.231084261792470	FALSE
CG13892-A	0.187174659937694	0.217009960682554	0.163956256349692	0.158244067707238	0.120171756605834	0.153443298716987	0.089100143509605	FALSE
CG13893-A	0.128939139585876	0.127554932307253	0.178080505472804	0.170453372591995	0.206156745704927	0.188815304337146	2.55589023552504e-10	TRUE
CG13894-A	0.16056493087465	0.173765488418164	0.170224050124259	0.179457572814415	0.166554287452966	0.149433670315546	0.000341136028839594	FALSE
CG13895-A	0.179715296480842	0.188532039966402	0.14668950610091	0.178949726380004	0.133539453571205	0.172573977500637	0.00075904735694578	FALSE
CG13896-A	0.194228438211867	0.157120811806978	0.146616368611646	0.196807760111397	0.131406147473571	0.17382047378454	0.0211304508672818	FALSE
CG13897-A	0.178588878550066	0.169602737426037	0.132843539436258	0.206323938812004	0.151684321975743	0.160956583799892	2.40959572899656e-05	FALSE
CG13898-A	0.0604457934946545	0.0827772291740618	0.0799541577018786	0.23766359085067	0.464279624370796	0.0748796044079396	7.28003363587238e-05	FALSE
CG13900-A	0.236590363559431	0.247252043576956	0.162634543824518	0.122928449168667	0.0879280881183935	0.142666511752034	1.45128613903323e-18	TRUE
CG13901-A	0.17741087360898	0.149220423784027	0.15045891083892	0.158946369047856	0.203683616479482	0.160279806240735	0.0149167837054234	FALSE
CG13902-A	0.172911510148139	0.173413465070651	0.148160192227223	0.154655342719873	0.159882865127554	0.190976624706559	0.0267005410957879	FALSE
CG13904-A	0.154431087946735	0.147806126052646	0.202820186549492	0.172965252786258	0.163937609881113	0.158039736783757	0.000191286970567051	FALSE
CG13905-A	0.146835538931831	0.123198188762894	0.151868016549118	0.193996769973963	0.191794102547169	0.192307383235025	0.0561781863202446	FALSE
CG13906-A	0.163514824909371	0.194000469268976	0.150652046242053	0.219269079092415	0.124016065647457	0.148547514839728	1.33050680308575e-05	FALSE
CG13907-A	0.156431008248517	0.160078816203315	0.1510495494936	0.229484872179517	0.149038729502594	0.153917024372457	0.000323152876952894	FALSE
CG13908-A	0.147487126532494	0.145264750999005	0.172555395202858	0.180453005130074	0.188008646991673	0.166231075143896	0.000367929804729442	FALSE
CG1391-B	0.17831992401912	0.165924983189045	0.170567806385881	0.163225398331774	0.162772043251454	0.159189844822725	0.0187366433109529	FALSE
CG13912-A	0.195878161154714	0.159756648860905	0.20528425400637	0.127575524688602	0.144743467464683	0.166761943824726	0.000411074371351852	FALSE
CG13913-A	0.166393312105626	0.164913386717743	0.17490688695513	0.186727118227282	0.156578392612994	0.150480903381225	4.11744954878674e-06	TRUE
CG13914-A	0.241603382500996	0.221524758583068	0.113920373996957	0.139941532250933	0.106968131792574	0.176041820875472	0.00273261291923991	FALSE
CG13916-A	0.154662719962985	0.137629492209211	0.16159205437591	0.18142376591197	0.200363195145858	0.164328772394067	1.41001345107272e-08	TRUE
CG13917-A	0.188410882018235	0.172920259926698	0.14966873044708	0.169631242184615	0.15137299894881	0.167995886474563	0.000594431697659486	FALSE
CG13919-A	0.17953973282142	0.170337460280188	0.191908408111687	0.165405718795046	0.143029210275202	0.149779469716456	0.25877226224239	FALSE
CG13920-A	0.158928565307058	0.18038315289449	0.170992211219571	0.170636006685763	0.160628202804526	0.158431861088592	0.00411226212522624	FALSE
CG13921-A	0.158331246810863	0.181098605927726	0.174631905445924	0.174698289083401	0.162582198733066	0.14865775399902	6.79213804614168e-08	TRUE
CG13922-A	0.153957285024168	0.173995607830018	0.247349303060571	0.14653014467187	0.128378182239305	0.149789477174068	0.00606556107512538	FALSE
CG13924-A	0.191366939367016	0.145414480542112	0.179283511062411	0.163990603141585	0.151209988536103	0.168734477350772	0.143185045927183	FALSE
CG13925-A	0.147240045568245	0.161957418680117	0.161370194482117	0.163357404531274	0.206898772157405	0.159176164580843	0.168146534279602	FALSE
CG13926-A	0.183249341696108	0.163990748228294	0.143640464790114	0.152699040016081	0.161112849545929	0.195307555723474	6.22439747218963e-05	FALSE
CG13927-A	0.146235075978469	0.151918281973648	0.168440305884796	0.18427340703903	0.195130141932666	0.15400278719139	3.71917058090931e-07	TRUE
CG13928-A	0.139500081155503	0.174934482300449	0.150827211404554	0.197856304799189	0.177907420230117	0.158974500110189	2.53465142440443e-13	TRUE
CG13929-B	0.177364775963255	0.186048752522538	0.162340117969716	0.160492769141782	0.144813928776445	0.168939655626263	0.050404938882267	FALSE
CG13930-A	0.159675680266554	0.160471968721424	0.164028940119188	0.171175659060256	0.175590432446675	0.169057319385903	0.0064650483450229	FALSE
CG13931-A	0.16668982629348	0.113365398745321	0.179163724074166	0.159835117079105	0.194305930175456	0.186640003632471	0.0200601528710866	FALSE
CG13932-A	0.157216392118331	0.158609005930397	0.167034405385045	0.169656002247536	0.186492451902609	0.160991742416082	0.557495975075701	FALSE
CG13933-A	0.173975582584993	0.167984858627125	0.140603258148321	0.158947335804972	0.181805137245989	0.1766838275886	0.000539606713718461	FALSE
CG13934-A	0.155318034233637	0.149738820882219	0.161979719480095	0.182254361699067	0.182387140670625	0.168321923034356	0.000134626377431842	FALSE
CG13935-A	0.141346465233923	0.140913573166211	0.22027265326696	0.160179643520521	0.182813745635562	0.154473919176823	9.80648385356747e-09	TRUE
CG13936-A	0.161517851393464	0.152084938679204	0.149731680473133	0.15236328740481	0.199867104328892	0.184435137720498	0.00055007080827918	FALSE
CG13937-B	0.140442930790513	0.124147340266047	0.167398086029552	0.146986960472063	0.230959314868864	0.190065367572961	0.0106936830798745	FALSE
CG13937-C	0.136391985437357	0.162440846579667	0.121393282316991	0.166452098986896	0.220013437096112	0.193308349582977	0.0142982542282324	FALSE
CG13939-A	0.147578925322559	0.149046345767326	0.167869664356182	0.185245489706448	0.176313071973124	0.17394650287436	0.0501708607984482	FALSE
CG1394-A	0.099769364461097	0.11722007071709	0.117765933533869	0.187038797987231	0.361330042946225	0.116875790354488	2.60179640591262e-06	TRUE
CG13941-A	0.180925794100409	0.1309705802658	0.179300000623049	0.142428028742153	0.168021941410645	0.198353654857945	0.00260075801181269	FALSE
CG13942-A	0.144484762235505	0.17558792734399	0.184931044648862	0.175904167725131	0.158733771115479	0.160358326931033	0.00596406424550698	FALSE
CG13946-A	0.144962539897779	0.114212366634566	0.155417097374779	0.154592289795228	0.283051286423003	0.147764419874645	0.0061816226712144	FALSE
CG13947-A	0.13501893608796	0.127587568137467	0.226662456688798	0.120943936801474	0.208136660913056	0.181650441371245	0.0396239411211057	FALSE
CG13948-A	0.158854019649778	0.165632080115745	0.16879776457087	0.177372781854404	0.161501774333455	0.167841579475748	0.382559687402909	FALSE
CG13949-A	0.157052664741952	0.146518660116607	0.15651253986271	0.171132352028415	0.199735540104065	0.169048243146251	0.0513065248286198	FALSE
CG1395-A	0.247150031362124	0.227748448525949	0.137127551107877	0.125244056412374	0.0970490053341285	0.165680907257547	6.56407814934458e-11	TRUE
CG13950-A	0.170010617531716	0.157788772732858	0.161370846849168	0.173270823880275	0.17394826511133	0.163610673894652	1.50053587073921e-05	FALSE
CG13952-A	0.186067750711034	0.190819834760659	0.129625261591102	0.142589871515892	0.176681324092168	0.174215957329146	3.75042136473569e-07	TRUE
CG13953-A	0.169527025080923	0.178305496159983	0.155598177625145	0.150295901797937	0.163570416184337	0.182702983151675	0.000683191789037587	FALSE
CG13954-A	0.170132844980631	0.171330613256383	0.152452206504083	0.16446783385234	0.17743263153728	0.164183869869283	4.41072526865289e-05	FALSE
CG13955-A	0.17830351657341	0.165732286312309	0.159117018340774	0.166654724725561	0.175376548170896	0.154815905877051	7.13234169857828e-12	TRUE
CG13957-A	0.173961290084768	0.167577104560208	0.163154779271369	0.171909910710179	0.156891507544112	0.166505407829366	1.59694518028202e-07	TRUE
CG13958-A	0.148391676176616	0.148622744010482	0.183781886334177	0.14568599497863	0.188386409265385	0.18513128923471	0.0119347954867103	FALSE
CG13959-A	0.143859005726006	0.161773354290941	0.142085179893303	0.188132921626012	0.202950903008859	0.161198635454879	0.000820637699957372	FALSE
CG13960-A	0.156163685662662	0.14664449504947	0.166154774980799	0.189824784496299	0.17744720146953	0.163765058341239	0.00578978420605072	FALSE
CG13961-A	0.155229327198031	0.172852588636545	0.168553539856586	0.164614699367603	0.171654545758332	0.167095299182903	0.00121219424037395	FALSE
CG13962-A	0.098037503276386	0.128678491140391	0.363240513316498	0.162084781119507	0.143652041850679	0.104306669296538	5.27396806988624e-05	FALSE
CG13964-A	0.188867170227576	0.17578480758182	0.154469092657515	0.154125673744161	0.141808280089824	0.184944975699104	0.115837060438125	FALSE
CG13965-A	0.141325725988603	0.14334471872916	0.154189689544283	0.140736112956469	0.247802641252702	0.172601111528783	0.491039569699089	FALSE
CG13966-A	0.152164221167484	0.171731277703842	0.168974336626598	0.178543402226539	0.169132767539414	0.159453994736123	0.00157214888135694	FALSE
CG13969-A	0.140818760588303	0.159158135798806	0.156329882227241	0.231547212029358	0.14929104491702	0.162854964439271	1.5618448682225e-11	TRUE
CG1397-A	0.109488963544832	0.154756837936313	0.216370766908402	0.196021070124519	0.149558848265027	0.173803513220907	1.14065197455427e-06	TRUE
CG13972-A	0.189029655858278	0.195383413337594	0.133863297304037	0.132556351128389	0.168168297642294	0.180998984729409	0.000418882326831123	FALSE
CG13976-A	0.137103722652811	0.144345713900451	0.155609259659996	0.164713771877483	0.205521355771562	0.192706176137697	0.000188491655024706	FALSE
CG13977-A	0.114203599892589	0.107412079166374	0.221442899086231	0.141683138917366	0.218290716298582	0.196967566638859	1.49887405867943e-05	FALSE
CG13978-A	0.146618257489406	0.136006878308463	0.116333340177753	0.167424905814755	0.239249462770584	0.194367155439038	0.000277307885183846	FALSE
CG13980-A	0.14859005936299	0.169240705007506	0.170918045688091	0.180063261811277	0.171964901528181	0.159223026601956	0.000419511419900649	FALSE
CG13981-A	0.157744437269763	0.137029178865625	0.162152154523034	0.187845274229976	0.178785999010112	0.176442956101489	0.00110002444957842	FALSE
CG13982-A	0.152637424893965	0.151011551718463	0.158535063249596	0.161742891022031	0.191645956481247	0.184427112634698	0.666361146880371	FALSE
CG13983-A	0.153324447412787	0.196928997631675	0.191460931680326	0.180860119124112	0.139509977038648	0.137915527112453	0.000202702934195664	FALSE
CG13984-A	0.129223037604659	0.148462372485711	0.148841489080357	0.183296787155001	0.232374993969596	0.157801319704677	0.0880866217995642	FALSE
CG13985-A	0.179000996020925	0.147434708915678	0.166667456353205	0.167253866918947	0.170569631567869	0.169073340223376	0.00145216899451097	FALSE
CG13988-A	0.13514243114437	0.192943506900466	0.215721712474342	0.142978344612525	0.153496006792819	0.159717998075479	0.000787547544138197	FALSE
CG13989-A	0.147141614119772	0.109022113653434	0.135109248351928	0.178738937878334	0.258818208020199	0.171169877976333	0.000193176967442850	FALSE
CG1399-A	0.159961693543053	0.155798242423198	0.174392964082538	0.162893387151215	0.186715383697752	0.160238329102244	0.105555652862443	FALSE
CG1399-B	0.204116088785799	0.192770836338186	0.145870301423454	0.188795312880382	0.124771635106259	0.14367582546592	4.03166772024888e-10	TRUE
CG13990-A	0.097106603708081	0.124470531802385	0.363903157205495	0.127936958706492	0.149037213904785	0.137545534672761	6.30155037397238e-13	TRUE
CG13991-A	0.155548034419127	0.177421499246541	0.141316968081263	0.174248566880685	0.188064221339521	0.163400710032863	0.000461242489709852	FALSE
CG13992-A	0.145930269852542	0.165014199371598	0.193935968694273	0.160007259685249	0.150210087507343	0.184902214888994	0.119307203781171	FALSE
CG13993-A	0.210513364862898	0.194307629599452	0.189961158861853	0.149509696420925	0.12319279615167	0.132515354103201	4.56253327823851e-05	FALSE
CG13994-A	0.19200827617784	0.187420312126754	0.159262820891199	0.155786648863311	0.163760810499522	0.141761131441373	0.0204929402344120	FALSE
CG13995-A	0.149550075911929	0.151008910113545	0.19040211598919	0.154751469796021	0.18190028559025	0.172387142599066	8.67414499354211e-06	FALSE
CG13996-A	0.172609469876225	0.139332958098639	0.160713424560787	0.160913383275421	0.181229336275066	0.185201427913862	0.00274760106834881	FALSE
CG13997-A	0.141556631123994	0.128523677525783	0.158781977483071	0.143352564616903	0.184860760267684	0.242924388982565	0.00328939895644247	FALSE
CG13998-A	0.19002436049907	0.197659430557127	0.133866294210396	0.14306614026669	0.164390507510472	0.170993266956245	0.134385317392004	FALSE
CG13999-A	0.160916471091697	0.139424358181325	0.157893028181065	0.183279750569849	0.189471112418036	0.169015279558028	0.00148816590017120	FALSE
CG14000-A	0.106889759193752	0.0986262501122205	0.117368837107045	0.184980386307742	0.350030497516463	0.142104269762777	0.00186760457531322	FALSE
CG14001-A	0.154674898997686	0.161309265083083	0.15631811773171	0.183538299981162	0.181102338138119	0.163057080068239	2.16505291867554e-12	TRUE
CG14004-A	0.183927307536186	0.132564196749176	0.193587214565875	0.182283575413123	0.154558238661988	0.153079467073652	0.186364616960229	FALSE
CG14005-A	0.195218614303187	0.210020055929177	0.149306602370872	0.12051306304326	0.177878345209848	0.147063319143656	0.00165785757647058	FALSE
CG14006-A	0.150469236623548	0.114373362054258	0.148873535053565	0.187344773308464	0.246839537654232	0.152099555305932	0.0259942871062613	FALSE
CG14007-A	0.169279124719102	0.140115553666938	0.171487169633458	0.178724866972845	0.187704559410451	0.152688725597205	0.0311256626299268	FALSE
CG1401-A	0.197637220677968	0.188225393226863	0.130356660484505	0.17752014588682	0.143550320427017	0.162710259296827	8.50776547393592e-18	TRUE
CG14010-A	0.171367148625026	0.15776922354619	0.16790723838958	0.158686179243402	0.175826026685306	0.168444183510496	3.16779113923478e-10	TRUE
CG14013-A	0.128600332417619	0.132323159056346	0.139938388635688	0.180325382335634	0.291613366744336	0.127199370810378	0.000616599458811961	FALSE
CG14014-A	0.218402588435896	0.183585171192463	0.157895546984943	0.168152431223115	0.152375631938353	0.119588630225228	0.0188859935742768	FALSE
CG14015-A	0.168537284886887	0.173260107080651	0.149534352293146	0.171966604873802	0.160489366704598	0.176212284160915	5.16935186284903e-05	FALSE
CG1402-A	0.141677844682844	0.154440627903433	0.178899903791671	0.183924431979616	0.185398899574119	0.155658292068315	0.433723312984821	FALSE
CG14020-A	0.16634321854246	0.130014880892724	0.15985198986694	0.21175451938928	0.160161378492605	0.171874012815992	0.359971423753625	FALSE
CG14021-A	0.166474263943354	0.142582738528333	0.188794048672152	0.249336527005734	0.130718482260737	0.12209393958969	0.915802142814237	FALSE
CG14021-B	0.13167740959467	0.150255553869784	0.200349249589616	0.195232191221233	0.173198768140419	0.149286827584279	0.472338045528273	FALSE
CG14022-A	0.125456323099967	0.12564043356128	0.12153392658874	0.107891562856956	0.293797618216793	0.225680135676264	2.87070819835428e-08	TRUE
CG14023-A	0.190397222874465	0.196534647281059	0.147698857995112	0.157658155108106	0.153395623455937	0.154315493285322	1.24944686363706e-14	TRUE
CG14024-A	0.142211723793389	0.157543698995714	0.177973259388256	0.175731816825298	0.177376523319369	0.169162977677974	0.0164994925460758	FALSE
CG14025-A	0.162154163000401	0.204744385600943	0.183776014441513	0.16000755702064	0.174053835868555	0.115264044067948	0.0551990046920103	FALSE
CG14026-A	0.240583140593851	0.246670393775634	0.124214939572496	0.139824908528226	0.111652219535384	0.137054397994409	0.0158589237824268	FALSE
CG14026-B	0.151985337056768	0.180961247069085	0.172791753091262	0.181665690929585	0.17615190212987	0.136444069723431	0.354723685874833	FALSE
CG14026-D	0.177108847884146	0.209481575601211	0.163311758224864	0.165951281161509	0.139071955715243	0.145074581413028	0.0446516166172257	FALSE
CG14027-A	0.139576601079567	0.136563534454789	0.107835757368996	0.108538682968138	0.174747561581781	0.332737862546729	0.0048970227722162	FALSE
CG14028-A	0.124752820532303	0.159939060636793	0.22756378425228	0.127901216229021	0.191477008131125	0.168366110218477	3.02278416531287e-06	TRUE
CG14029-A	0.0899686197238648	0.123135092797179	0.114596255848388	0.200632889747941	0.258232125381739	0.213435016500888	0.000671444833194061	FALSE
CG14029-C	0.17877012179004	0.161613705469769	0.16465073551874	0.164644233218239	0.160494196114602	0.169827007888611	0.0323372193772094	FALSE
CG1403-A	0.223914050936048	0.223640903135961	0.126782428477018	0.167454194942298	0.0885840443330063	0.16962437817567	0.000254573062103463	FALSE
CG14030-A	0.180249773695486	0.186616486369688	0.14214948380194	0.157589342963974	0.165966474017901	0.16742843915101	4.1969964798807e-08	TRUE
CG14031-A	0.121293890788254	0.131316875648326	0.18319736527491	0.16441207088659	0.216261370948563	0.183518426453356	9.71224201360312e-05	FALSE
CG14032-A	0.131735385603085	0.12258327151834	0.236968647016302	0.133399470422999	0.175834792488105	0.19947843295117	4.76858597241082e-16	TRUE
CG14033-A	0.296312089510198	0.211407489388021	0.15681668763123	0.111608245482856	0.0763677797400025	0.147487708247692	0.00237763799379087	FALSE
CG14034-A	0.131728406602415	0.116019822431738	0.121576540833153	0.147850440798878	0.332388764356628	0.150436024977189	1.86512595878729e-07	TRUE
CG14035-A	0.15783289986936	0.19620607147328	0.145750854565823	0.143057999136084	0.180705821138883	0.17644635381657	1.73115008968994e-05	FALSE
CG14036-A	0.211970055637151	0.197634374765506	0.129783760880673	0.124630888865951	0.16013598627959	0.175844933571129	0.000637298642017736	FALSE
CG14039-A	0.145622135516432	0.170364776855777	0.163359175089051	0.173336593251805	0.179047375872562	0.168269943414373	0.150826124771401	FALSE
CG14039-B	0.132179374343939	0.17224141394183	0.162877880989063	0.190922261381205	0.158013346981051	0.183765722362911	0.00257194402113228	FALSE
CG14040-A	0.193126966874622	0.177942374596268	0.185050280729231	0.142795791769074	0.151260017908164	0.14982456812264	0.0614184525348099	FALSE
CG14043-A	0.17004134768919	0.139351198194537	0.160582233595722	0.133682004707067	0.20467558725624	0.191667628557245	0.000758356690109262	FALSE
CG14044-A	0.170344506799378	0.145125984045389	0.188863950616863	0.166515391276661	0.164000195143366	0.165149972118342	0.656272491642802	FALSE
CG14045-A	0.152277285839369	0.153453775014565	0.179667739192475	0.157379882207379	0.185427551411866	0.171793766334346	7.90491789172721e-05	FALSE
CG14047-A	0.174386135386275	0.16558299828414	0.172765690737256	0.169434685145821	0.167032813913529	0.150797676532978	7.02529305716425e-13	TRUE
CG14048-A	0.205394494557773	0.162926333547716	0.20573209597649	0.137157079374015	0.124000124318171	0.164789872225835	0.0147529545077315	FALSE
CG14049-A	0.0986849353950246	0.178929762412601	0.172923270354689	0.23310068503868	0.164027329127302	0.152334017671703	0.00137706801802636	FALSE
CG14050-A	0.177944609573665	0.20092947985594	0.148955921220465	0.172629704112475	0.148578863042605	0.15096142219485	0.0541305114291743	FALSE
CG14052-A	0.15358197435127	0.148785017411504	0.17223043474148	0.182432237229206	0.179466818890864	0.163503517375676	0.00124782128464685	FALSE
CG14053-A	0.144806222612008	0.150358138904795	0.158263839735756	0.193943358641037	0.198521082755772	0.154107357350632	0.065489148217744	FALSE
CG14054-A	0.145675681128278	0.131396089216636	0.181642623128755	0.161539444540542	0.181835425173659	0.19791073681213	0.452108940204431	FALSE
CG14057-A	0.190353544253606	0.180123011882213	0.158934226148954	0.156566636614477	0.132962762738108	0.181059818362642	0.00147891014380811	FALSE
CG14059-A	0.14972766752225	0.145932838787795	0.179948244867062	0.142103772400891	0.161296957833735	0.220990518588268	7.9176930168306e-08	TRUE
CG1406-A	0.173133986662262	0.175381945736164	0.187749897350319	0.159653470874962	0.112647305646403	0.19143339372989	0.00685909463150488	FALSE
CG14060-A	0.200089382670191	0.177808411290916	0.15144870172813	0.145261090135131	0.162620468702085	0.162771945473546	0.0001332848254434	FALSE
CG14061-A	0.115912139765493	0.0872596043720363	0.103834529722127	0.130500533944612	0.422171298625339	0.140321893570393	0.000215031067317341	FALSE
CG14062-A	0.116330735535775	0.113639865096334	0.119552600913516	0.367607927457673	0.149562813615127	0.133306057381575	1.02810533115136e-09	TRUE
CG14063-A	0.179142438079089	0.201070381511029	0.172783136668345	0.130244832369643	0.160423147025792	0.156336064346101	0.0112786327796047	FALSE
CG14064-A	0.161743438742681	0.167809957692447	0.174554104568793	0.171751713925752	0.163632288008988	0.160508497061339	9.2509568293803e-08	TRUE
CG14065-A	0.177994498429175	0.145026060706241	0.173840321067832	0.135513794654093	0.176444048240334	0.191181276902324	0.00554251779165928	FALSE
CG14066-A	0.117348202799964	0.152901138942014	0.142100456858291	0.216488139213925	0.208027829695764	0.163134232490042	0.000607612608213966	FALSE
CG14067-A	0.152452810354797	0.154047282433933	0.146530132015027	0.186735874960175	0.200827883765257	0.159406016470811	0.00285131780754535	FALSE
CG14068-A	0.187444582315561	0.162483836452846	0.153163593123386	0.175185050071218	0.146642900102654	0.175080037934335	0.197400857853812	FALSE
CG14069-A	0.160108520428305	0.151272304735001	0.172721939265697	0.169864091167008	0.196815128147915	0.149218016256074	0.0275199449306118	FALSE
CG1407-A	0.183711568116172	0.142079890908992	0.153097166892052	0.228904608518035	0.123998946672379	0.16820781889237	0.0852850401426968	FALSE
CG1407-C	0.146550280965499	0.163040024161924	0.161092000042644	0.19620293080893	0.193005669711103	0.140109094309901	0.052360421266987	FALSE
